dataset,subject,session,fmap,task
NKI,A00054153,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054153,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00054173,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054173,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054173,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00054532,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00054532,BAS1,none,task-rest_acq-1400
NKI,A00054578,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00054578,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00054578,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00054578,BAS1,none,task-rest_acq-1400
NKI,A00054578,BAS1,none,task-rest_acq-645
NKI,A00054578,BAS1,none,task-rest_acq-CAP
NKI,A00054578,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00054578,TRT,none,task-rest_acq-1400
NKI,A00054581,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00054581,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00054581,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00054581,BAS1,none,task-rest_acq-1400
NKI,A00054581,BAS1,none,task-rest_acq-645
NKI,A00054581,BAS1,none,task-rest_acq-CAP
NKI,A00054581,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00054581,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00054581,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00054581,FLU1,none,task-rest_acq-1400
NKI,A00054581,FLU1,none,task-rest_acq-645
NKI,A00054581,FLU1,none,task-rest_acq-CAP
NKI,A00054581,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00054581,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00054581,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00054581,FLU2,none,task-rest_acq-1400
NKI,A00054581,FLU2,none,task-rest_acq-645
NKI,A00054581,FLU2,none,task-rest_acq-CAP
NKI,A00054581,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00054581,TRT,none,task-rest_acq-1400
NKI,A00054581,TRT,none,task-rest_acq-645
NKI,A00054857,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00054857,BAS1,none,task-rest_acq-1400
NKI,A00054857,BAS1,none,task-rest_acq-645
NKI,A00054857,BAS1,none,task-rest_acq-CAP
NKI,A00054857,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00054857,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00054857,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00054857,BAS2,none,task-rest_acq-1400
NKI,A00054857,BAS2,none,task-rest_acq-645
NKI,A00054857,BAS2,none,task-rest_acq-CAP
NKI,A00054895,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054895,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054895,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00054895,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00054895,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00054895,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00054895,BAS2,none,task-rest_acq-1400
NKI,A00054895,BAS2,none,task-rest_acq-645
NKI,A00054895,BAS2,none,task-rest_acq-CAP
NKI,A00054895,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00054895,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00054895,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00054895,FLU1,none,task-rest_acq-1400
NKI,A00054895,FLU1,none,task-rest_acq-645
NKI,A00054895,FLU1,none,task-rest_acq-CAP
NKI,A00054897,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00054897,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00054897,BAS1,none,task-rest_acq-CAP
NKI,A00054929,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00054929,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055076,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00055076,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00055076,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00055076,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00055076,FLU1,none,task-rest_acq-1400
NKI,A00055076,FLU1,none,task-rest_acq-645
NKI,A00055076,FLU1,none,task-rest_acq-CAP
NKI,A00055076,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00055076,TRT,none,task-rest_acq-1400
NKI,A00055116,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055116,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055116,BAS1,none,task-rest_acq-1400
NKI,A00055121,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055121,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055215,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055215,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055267,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055267,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055267,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055267,FLU2,none,task-rest_acq-1400
NKI,A00055267,FLU2,none,task-rest_acq-645
NKI,A00055267,FLU2,none,task-rest_acq-CAP
NKI,A00055267,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00055267,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00055267,TRT,none,task-rest_acq-1400
NKI,A00055267,TRT,none,task-rest_acq-645
NKI,A00055267,TRT,none,task-rest_acq-CAP
NKI,A00055352,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055352,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055352,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055352,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055353,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055353,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00055353,BAS1,none,task-rest_acq-1400
NKI,A00055373,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055373,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055373,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055447,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055447,BAS1,none,task-rest_acq-1400
NKI,A00055447,BAS1,none,task-rest_acq-CAP
NKI,A00055462,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055462,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055462,BAS1,none,task-rest_acq-1400
NKI,A00055462,BAS1,none,task-rest_acq-645
NKI,A00055462,BAS1,none,task-rest_acq-CAP
NKI,A00055462,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00055462,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00055462,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00055462,FLU1,none,task-rest_acq-1400
NKI,A00055462,FLU1,none,task-rest_acq-645
NKI,A00055462,FLU1,none,task-rest_acq-CAP
NKI,A00055462,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055462,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055462,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055462,FLU2,none,task-rest_acq-1400
NKI,A00055462,FLU2,none,task-rest_acq-645
NKI,A00055462,FLU2,none,task-rest_acq-CAP
NKI,A00055462,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00055462,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00055462,TRT,none,task-rest_acq-645
NKI,A00055462,TRT,none,task-rest_acq-CAP
NKI,A00055542,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00055542,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055692,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055693,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055693,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055693,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00055693,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00055693,FLU1,none,task-rest_acq-1400
NKI,A00055693,FLU1,none,task-rest_acq-645
NKI,A00055693,FLU1,none,task-rest_acq-CAP
NKI,A00055693,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055693,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055693,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055693,FLU2,none,task-rest_acq-1400
NKI,A00055693,FLU2,none,task-rest_acq-645
NKI,A00055693,FLU2,none,task-rest_acq-CAP
NKI,A00055693,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00055693,TRT,none,task-rest_acq-1400
NKI,A00055693,TRT,none,task-rest_acq-645
NKI,A00055693,TRT,none,task-rest_acq-CAP
NKI,A00055727,BAS1,none,task-rest_acq-1400
NKI,A00055727,BAS1,none,task-rest_acq-645
NKI,A00055727,BAS1,none,task-rest_acq-CAP
NKI,A00055727,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055727,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055727,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055727,FLU2,none,task-rest_acq-1400
NKI,A00055727,FLU2,none,task-rest_acq-645
NKI,A00055727,FLU2,none,task-rest_acq-CAP
NKI,A00055727,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00055727,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00055727,TRT,none,task-rest_acq-1400
NKI,A00055727,TRT,none,task-rest_acq-CAP
NKI,A00055728,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055728,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055728,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055728,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055728,FLU2,none,task-rest_acq-1400
NKI,A00055728,FLU2,none,task-rest_acq-645
NKI,A00055728,FLU2,none,task-rest_acq-CAP
NKI,A00055728,TRT,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055728,TRT,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055728,TRT,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055728,TRT,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055765,BAS1,none,task-rest_acq-1400
NKI,A00055765,BAS1,none,task-rest_acq-645
NKI,A00055765,BAS1,none,task-rest_acq-CAP
NKI,A00055832,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055832,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055832,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00055832,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00055832,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00055832,FLU1,none,task-rest_acq-1400
NKI,A00055832,FLU1,none,task-rest_acq-645
NKI,A00055832,FLU1,none,task-rest_acq-CAP
NKI,A00055866,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00055866,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055866,BAS1,none,task-rest_acq-1400
NKI,A00055866,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00055866,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00055866,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00055866,TRT,none,task-rest_acq-1400
NKI,A00055903,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00055903,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00055903,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00055903,BAS1,none,task-rest_acq-645
NKI,A00055903,BAS1,none,task-rest_acq-CAP
NKI,A00055903,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00055903,TRT,none,task-rest_acq-645
NKI,A00055903,TRT,none,task-rest_acq-CAP
NKI,A00055907,BAS1,none,task-rest_acq-1400
NKI,A00055907,BAS1,none,task-rest_acq-645
NKI,A00055907,BAS1,none,task-rest_acq-CAP
NKI,A00055907,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00055907,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00055907,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00055907,FLU2,none,task-rest_acq-1400
NKI,A00055907,FLU2,none,task-rest_acq-645
NKI,A00055907,FLU2,none,task-rest_acq-CAP
NKI,A00055907,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00055907,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00055907,TRT,none,task-rest_acq-645
NKI,A00055907,TRT,none,task-rest_acq-CAP
NKI,A00055908,BAS1,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055908,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055908,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055908,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00055908,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00055908,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00055908,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00055908,FLU1,none,task-rest_acq-1400
NKI,A00055908,FLU1,none,task-rest_acq-645
NKI,A00055908,FLU1,none,task-rest_acq-CAP
NKI,A00055908,TRT,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055908,TRT,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055908,TRT,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055962,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055962,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00055962,BAS1,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00056138,BAS1,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,BAS1,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,BAS1,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,BAS1,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00056138,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00056138,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00056138,FLU1,none,task-rest_acq-1400
NKI,A00056138,FLU1,none,task-rest_acq-645
NKI,A00056138,FLU1,none,task-rest_acq-CAP
NKI,A00056138,TRT,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,TRT,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00056138,TRT,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00056164,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00056164,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00056164,BAS1,none,task-rest_acq-CAP
NKI,A00056295,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00056295,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00056295,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00056295,FLU1,none,task-rest_acq-1400
NKI,A00056295,FLU1,none,task-rest_acq-645
NKI,A00056295,FLU1,none,task-rest_acq-CAP
NKI,A00056295,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00056295,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00056295,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00056295,FLU2,none,task-rest_acq-1400
NKI,A00056295,FLU2,none,task-rest_acq-645
NKI,A00056295,FLU2,none,task-rest_acq-CAP
NKI,A00056295,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00056295,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00056295,TRT,none,task-rest_acq-1400
NKI,A00056295,TRT,none,task-rest_acq-CAP
NKI,A00056307,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00056307,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00056307,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00056307,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00056307,FLU1,none,task-rest_acq-1400
NKI,A00056307,FLU1,none,task-rest_acq-645
NKI,A00056307,FLU1,none,task-rest_acq-CAP
NKI,A00056307,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00056307,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00056307,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00056307,FLU2,none,task-rest_acq-1400
NKI,A00056307,FLU2,none,task-rest_acq-645
NKI,A00056307,FLU2,none,task-rest_acq-CAP
NKI,A00056307,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00056307,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00056307,TRT,none,task-rest_acq-645
NKI,A00056307,TRT,none,task-rest_acq-CAP
NKI,A00056420,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00056420,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00056420,BAS1,none,task-rest_acq-645
NKI,A00056420,BAS1,none,task-rest_acq-CAP
NKI,A00056420,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00056420,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00056420,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00056420,FLU1,none,task-rest_acq-1400
NKI,A00056420,FLU1,none,task-rest_acq-645
NKI,A00056420,FLU1,none,task-rest_acq-CAP
NKI,A00056420,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00056420,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00056420,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00056420,FLU2,none,task-rest_acq-1400
NKI,A00056420,FLU2,none,task-rest_acq-645
NKI,A00056420,FLU2,none,task-rest_acq-CAP
NKI,A00056420,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00056420,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00056420,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00056420,TRT,none,task-rest_acq-1400
NKI,A00056420,TRT,none,task-rest_acq-645
NKI,A00056420,TRT,none,task-rest_acq-CAP
NKI,A00056452,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00056452,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00056452,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00056452,BAS1,none,task-rest_acq-CAP
NKI,A00056452,BAS2,none,task-BREATHHOLD_acq-1400
NKI,A00056452,BAS2,none,task-CHECKERBOARD_acq-1400
NKI,A00056452,BAS2,none,task-CHECKERBOARD_acq-645
NKI,A00064597,FLU1,none,task-rest_acq-1400
NKI,A00064597,FLU1,none,task-rest_acq-645
NKI,A00065250,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00065250,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00065250,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00065250,BAS1,none,task-rest_acq-1400
NKI,A00065250,BAS1,none,task-rest_acq-645
NKI,A00065250,BAS1,none,task-rest_acq-CAP
NKI,A00065250,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00065250,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00065250,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00065250,FLU1,none,task-rest_acq-1400
NKI,A00065250,FLU1,none,task-rest_acq-645
NKI,A00065250,FLU1,none,task-rest_acq-CAP
NKI,A00065250,FLU2,none,task-BREATHHOLD_acq-1400VARIANTObliquity
NKI,A00065250,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTObliquity
NKI,A00065250,FLU2,none,task-CHECKERBOARD_acq-645VARIANTObliquity
NKI,A00065250,FLU2,none,task-rest_acq-1400VARIANTObliquity
NKI,A00065250,FLU2,none,task-rest_acq-645VARIANTObliquity
NKI,A00065250,FLU2,none,task-rest_acq-CAPVARIANTObliquity
NKI,A00065250,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00065250,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00065250,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00065250,TRT,none,task-rest_acq-1400
NKI,A00065250,TRT,none,task-rest_acq-645
NKI,A00065250,TRT,none,task-rest_acq-CAP
NKI,A00065261,BAS1,none,task-rest_acq-1400
NKI,A00065261,BAS1,none,task-rest_acq-645
NKI,A00065261,FLU1,none,task-rest_acq-1400
NKI,A00065261,FLU1,none,task-rest_acq-645
NKI,A00065962,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00065962,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00065962,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00065962,BAS1,none,task-rest_acq-1400
NKI,A00065962,BAS1,none,task-rest_acq-645
NKI,A00065962,BAS1,none,task-rest_acq-CAP
NKI,A00065962,FLU2,none,task-BREATHHOLD_acq-1400
NKI,A00065962,FLU2,none,task-CHECKERBOARD_acq-1400
NKI,A00065962,FLU2,none,task-CHECKERBOARD_acq-645
NKI,A00065962,FLU2,none,task-rest_acq-1400
NKI,A00065962,FLU2,none,task-rest_acq-645
NKI,A00065962,FLU2,none,task-rest_acq-CAP
NKI,A00065962,FLU3,none,task-BREATHHOLD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065962,FLU3,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065962,FLU3,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065962,FLU3,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065962,FLU3,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065962,FLU3,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00065978,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00065978,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00065978,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00065978,BAS1,none,task-rest_acq-1400
NKI,A00065978,BAS1,none,task-rest_acq-645
NKI,A00065978,BAS1,none,task-rest_acq-CAP
NKI,A00065978,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00065978,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00065978,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00065978,FLU1,none,task-rest_acq-1400
NKI,A00065978,FLU1,none,task-rest_acq-645
NKI,A00065978,FLU1,none,task-rest_acq-CAP
NKI,A00065978,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065978,FLU2,none,task-CHECKERBOARD_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065978,FLU2,none,task-rest_acq-1400VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065978,FLU2,none,task-rest_acq-645VARIANTMultibandAccelerationFactorPartialFourierTotalReadoutTime
NKI,A00065978,FLU2,none,task-rest_acq-CAPVARIANTPartialFourierTotalReadoutTime
NKI,A00065992,FLU1,none,task-BREATHHOLD_acq-1400
NKI,A00065992,FLU1,none,task-CHECKERBOARD_acq-1400
NKI,A00065992,FLU1,none,task-CHECKERBOARD_acq-645
NKI,A00065992,FLU1,none,task-rest_acq-1400
NKI,A00065992,FLU1,none,task-rest_acq-645
NKI,A00065992,FLU1,none,task-rest_acq-CAP
NKI,A00065992,FLU2,none,task-rest_acq-1400
NKI,A00065992,FLU2,none,task-rest_acq-645
NKI,A00065992,TRT,none,task-BREATHHOLD_acq-1400
NKI,A00065992,TRT,none,task-CHECKERBOARD_acq-1400
NKI,A00065992,TRT,none,task-CHECKERBOARD_acq-645
NKI,A00065992,TRT,none,task-rest_acq-1400
NKI,A00065992,TRT,none,task-rest_acq-645
NKI,A00065992,TRT,none,task-rest_acq-CAP
NKI,A00066237,BAS1,none,task-BREATHHOLD_acq-1400
NKI,A00066237,BAS1,none,task-CHECKERBOARD_acq-1400
NKI,A00066237,BAS1,none,task-CHECKERBOARD_acq-645
NKI,A00066237,BAS1,none,task-rest_acq-1400
NKI,A00066237,BAS1,none,task-rest_acq-645
NKI,A00066237,BAS1,none,task-rest_acq-CAP
NKI,A00066237,FLU1,none,task-BREATHHOLD_acq-1400VARIANTObliquity
NKI,A00066237,FLU1,none,task-CHECKERBOARD_acq-1400VARIANTObliquity
NKI,A00066237,FLU1,none,task-CHECKERBOARD_acq-645VARIANTObliquity
NKI,A00066237,FLU1,none,task-rest_acq-1400VARIANTObliquity
NKI,A00066237,FLU1,none,task-rest_acq-645VARIANTObliquity
NKI,A00066237,FLU1,none,task-rest_acq-CAPVARIANTObliquity
NKI,A00066237,FLU2,none,task-BREATHHOLD_acq-1400VARIANTObliquity
NKI,A00066237,FLU2,none,task-CHECKERBOARD_acq-1400VARIANTObliquity
NKI,A00066237,FLU2,none,task-CHECKERBOARD_acq-645VARIANTObliquity
NKI,A00066237,FLU2,none,task-rest_acq-1400VARIANTObliquity
NKI,A00066237,FLU2,none,task-rest_acq-645VARIANTObliquity
NKI,A00066237,FLU2,none,task-rest_acq-CAPVARIANTObliquity
NKI,A00066248,FLU1,none,task-rest_acq-1400VARIANTNumVolumes
NKI,A00066248,FLU1,none,task-rest_acq-645
NKI,A00066248,FLU2,none,task-rest_acq-645
NKI,A00066389,BAS1,none,task-BREATHHOLD_acq-1400
